"Lab_Number","Station_ID","Sampled_by","Sample_Date","Sample_Time","Date_received","Sample_Year","Sample_Month","EC_uS.cm","pH","TDS_ppm","Sum_TDS_ppm","TSS_ppm","Na_ppm","K_ppm","Ca_ppm","Mg_ppm","CO3_ppm","HCO3_ppm","Alk_ppm","Cl_ppm","SO4_ppm","SiO2_ppm","F_ppm","Total_P","Total_Dissolved_P","NH3_N","NO3_NO2_asN","Total_N","As","Be","Cd","Cr","Cu","Mn","Mo","Ni","Pb","Zn","Al","Fe","Se"
210970,"B-D-B","JH",2021-07-25,"1700",2021-07-28,"2021","July",618,7.82,334,371.341,2,38.2,2.412,47.1,35.08,1.4,296.704,243.2,24.5,57.8,20.34,0.364,0.0167,0.0229,0.006,0.004,0.195,9.7,1.2,1.6,1.67,2.02,52,2.8,8.16,8,19.2,38.8,24.27,23.5
210971,"B-M-S","JH",2021-07-25,"1736",2021-07-28,"2021","July",603,8.69,338,366.209,3.33333333333335,45.2,2.614,30.3,38.3,19.2,240.096,212.8,30.1,70.9,21.12,0.393,0.0305,0.003,0.006,0.004,0.347,14.88,1.2,1.6,1.67,2.02,2.57,3.82,8.16,8,19.2,52.8,2.22,23.5
210972,"B-M-B","JH",2021-07-25,"1730",2021-07-28,"2021","July",621,7.91,340,367.907,2.34042553191488,39.1,2.387,44.94,34.87,1.4,288.896,236.8,25.2,58.6,20.74,0.382,0.0331,0.0193,0.0112,0.004,0.291,13.22,1.2,1.6,1.67,2.02,117.84,2.86,8.16,8,19.2,39.6,27.13,23.5
210973,"B-MBL-S","JH",2021-07-25,"1800",2021-07-28,"2021","July",600,8.73,342,364.52,2.49999999999999,44.73,2.598,30.2,38.3,1.4,259.616,212.8,29.2,70.5,21.32,0.406,0.0129,0.0116,0.00705,0.004,0.389,13.67,1.2,1.6,1.67,2.02,2.57,3.48,8.16,8,19.2,46.95,2.22,23.5
210974,"C-BCF-S","JH",2021-07-27,"1210",2021-07-28,"2021","July",1384,8.64,712,729.131,4.63157894736843,212.9,5.37,43,15,1.4,162.016,132.8,317,39.7,16.49,0.282,0.0171,0.0081,0.0161,0.004,0.24,8.12,1.2,1.6,1.67,2.02,2.57,2.8,8.16,8,19.2,40.46,2.22,23.5
210975,"C-BD-S","JH",2021-07-27,"1140",2021-07-28,"2021","July",1371,7.98,702,731.679,25,212,5.52,44.8,14.7,1.4,171.776,140.8,314,38.9,17.2,0.212,0.091,0.0153,0.055,0.079,0.649,8.12,1.2,1.6,1.67,2.02,10.94,2.8,8.16,8,19.2,50.3,4.84,23.5
210976,"C-D-S","JH",2021-07-27,"1230",2021-07-28,"2021","July",1338,8.74,696,711.536,4.99999999999999,209,5.47,41.99,14.4,1.4,152.256,124.8,311,38.5,16.28,0.273,0.049,0.0065,0.01015,0.016,0.766,8.12,1.2,1.6,1.67,2.02,2.64,2.8,8.16,8,19.2,71.9,26.56,23.5
210977,"C-D-B","JH",2021-07-27,"1230",2021-07-28,"2021","July",1409,7.84,754,747.01,2,218,5.488,44.8,15.1,1.4,162.992,133.6,326,40.5,16.97,0.273,0.041,0.0331,0.02485,0.004,0.417,8.12,1.2,1.6,1.67,2.02,2.57,2.8,8.16,8,19.2,40.46,2.22,23.5
210978,"C-M-S","JH",2021-07-27,"1310",2021-07-28,"2021","July",1362,8.31,738,723.557,3.63636363636363,210.5,5.56,43.2,14.7,1.4,161.04,132,315,39,16.38,0.274,0.0442,0.0135,0.01155,0.017,0.774,8.12,1.2,1.6,1.67,2.02,5.24,2.8,8.16,8,19.2,41.51,13.22,23.5
210979,"GR-D-S","JH",2021-07-27,"930",2021-07-28,"2021","July",1259,8.16,678,683.618,22.680412371134,181.1,5.25,48.74,19.46,1.4,210.816,172.8,263,43.3,18.98,0.327,0.1526,0.0974,0.07205,0.108,0.62,8.12,1.2,1.6,1.67,2.02,58.12,2.8,8.16,8,19.2,50.51,7.1,23.5
210980,"R-CRS-S","JH",2021-07-26,"1220",2021-07-28,"2021","July",1416,8.46,764,761.96,6.34146341463417,222.7,5.53,45.2,15.6,1.4,171.776,140.8,331,42.6,14.86,0.233,0.025,0.0031,0.0084,0.004,0.356,8.12,1.2,1.6,1.67,2.02,2.57,2.8,8.16,8,19.2,51.75,2.22,23.5
210981,"R-CRS-B","JH",2021-07-26,"1220",2021-07-28,"2021","July",1378,7.81,732,733.669,6.80851063829788,208,5.21,49.6,14.8,1.4,180.56,148,312,39.5,15.77,0.217,0.0384,0.0187,0.0164,0.004,0.324,8.12,1.2,1.6,1.67,2.02,151.78,2.8,8.16,8,19.2,44.47,3.89,23.5
210982,"R-D-S","JH",2021-07-26,"1135",2021-07-28,"2021","July",1497,8.4,783,793.761,1.95652173913045,234,5.67,45.1,15.95,1.4,169.824,139.2,351,44.1,14.43,0.224,0.0173,0.003,0.00875,0.004,0.983,8.12,1.2,1.6,1.67,2.02,2.57,2.8,8.16,8,19.2,52.48,6.15,23.5
210983,"R-D-B","JH",2021-07-26,"1135",2021-07-28,"2021","July",1376,7.72,715,728.421,2,204,5.07,48.3,14.41,1.4,179.584,147.2,312,39.7,16.63,0.164,0.0439,0.0366,0.0068,0.004,0.44,8.12,1.2,1.6,1.67,2.02,9.01,2.8,8.16,8,19.2,51.82,16.32,23.5
210984,"R-M-S","JH",2021-07-26,"1100",2021-07-28,"2021","July",1505,8.49,806,792.954,2,235,5.74,44.1,16.3,1.4,165.92,136,351,44.4,14.82,0.186,0.0164,0.0163,0.006,0.004,0.327,8.12,1.2,1.6,1.67,2.02,2.57,2.8,8.16,8,19.2,43.82,10.23,23.5
210985,"R-M-B","JH",2021-07-26,"1100",2021-07-28,"2021","July",1399,7.69,742,748.443,2,213,5.173,49.3,14.7,1.4,181.536,148.8,320,39.6,17.4,0.171,0.0698,0.0681,0.0694,0.004,0.454,8.12,1.2,1.6,1.67,2.02,198.64,2.8,8.16,8,19.2,37.1,3.21,23.5
210986,"R-WH-S","JH",2021-07-26,"1030",2021-07-28,"2021","July",1543,8.5,823,818.279,2,243,5.91,43.2,17.5,1.4,166.896,136.8,365,46.968,14.63,0.191,0.044,0.0033,0.006,0.004,0.396,8.12,1.2,1.6,1.67,2.02,2.57,2.8,8.16,8,19.2,60.9,3.72,23.5
210987,"R-WH-B","JH",2021-07-26,"1030",2021-07-28,"2021","July",1646,7.77,856,870.581,3.33333333333333,258,6.17,51.7,16.7,1.4,186.416,152.8,386,44.9,15.44,0.178,0.0201,0.003,0.01845,0.004,0.462,8.12,1.2,1.6,1.67,2.02,122.15,2.8,8.16,8,19.2,39.71,27.1,23.5
210988,"S-BC-S","JH",2021-07-27,"725",2021-07-28,"2021","July",1390,8.2,755,738.674,5.53191489361701,218,5.82,42.1,15,1.4,152.256,124.8,326,39.9,16.98,0.25,0.0791,0.0282,0.0314,0.004,0.78,8.12,1.2,1.6,1.67,2.02,2.57,2.8,8.16,8,19.2,65.35,5.73,23.5
210989,"S-BR-S","JH",2021-07-27,"830",2021-07-28,"2021","July",1431,8.29,762,756.709,2.91666666666668,226,5.77,41.3,15.6,1.4,154.208,126.4,334,40.9,17.31,0.25,0.0328,0.0091,0.006,0.004,0.589,8.12,1.2,1.6,1.67,2.02,2.57,2.8,8.16,8,19.2,46.57,2.22,23.5
210991,"S-MD-S","JH",2021-07-27,"800",2021-07-28,"2021","July",1429,8.49,757,764.23,2.80000000000001,227.4,5.77,41.3,15.6,1.4,159.088,130.4,337,41.7,17.23,0.307,0.0156,0.003,0.01265,0.004,0.532,8.12,1.2,1.6,1.67,2.02,2.57,2.8,8.16,8,19.2,45.15,5.31,23.5
210992,"S-MD-B","JH",2021-07-27,"800",2021-07-28,"2021","July",1427,7.82,782,763.401,3.39999999999998,223.5,5.71,45.6,15.6,1.4,166.896,136.8,333,40.2,17.7,0.289,0.0681,0.0455,1.1579,0.011,0.521,8.12,1.2,1.6,1.67,2.02,112.11,2.8,8.16,8,19.2,34.21,4.58,23.5
221444,"A-BHC-S","AQ",2022-10-18,"1650",2022-10-20,"2022","October",1490,7.96,794,777.784,2,227.1,7.74,46.47,15.93,1.4,175.68,144,339,38.96,16.08,0.233,0.024,0.008,0.0202,0.104,0.229,30.7,3.36,7.04,5.44,0.88,14.2,4.06,7.66,29,544,181,70.2,27.8
221445,"A-BHC-B","AQ",2022-10-18,"1700",2022-10-20,"2022","October",1483,7.62,782,768.966,10.8,221.9,6.55,47.68,15.6,1.4,182.512,149.6,334,37.4,16.02,0.21,0.0856,0.0511,0.1918,0.056,0.319,30.7,3.36,7.04,5.44,1.03,279.6,4.06,7.66,29,544,181,70.2,27.8
221446,"A-D-S","AQ",2022-10-18,"1510",2022-10-20,"2022","October",1483,8.29,791,773.183,2,225.1,6.84,44.09,15.8,1.4,164.944,135.2,344,39.6,16.6,0.2,0.0292,0.0048,0.0199,0.033,0.268,30.7,3.36,7.04,5.44,2.14,14.2,4.06,7.66,29,544,181,70.2,27.8
221447,"A-D-B","AQ",2022-10-18,"1530",2022-10-20,"2022","October",1482,7.57,738,766.204,2,219.8,6.52,47.12,15.4,1.4,182.512,149.6,334,37.6,15.83,0.19,0.0634,0.0771,0.1823,0.174,0.266,30.7,3.36,7.04,5.44,1.02,211.9,4.06,7.66,29,544,181,70.2,27.8
221448,"A-M-S","AQ",2022-10-18,"1610",2022-10-20,"2022","October",1498,8.13,773,775.627,2,225.3,6.74,45.25,15.9,1.4,172.752,141.6,341,39.6,16.79,0.22,0.0219,0.005,0.01,0.087,0.223,30.7,3.36,7.04,5.44,0.96,14.2,4.06,7.66,29,544,181,70.2,27.8
221449,"A-M-B","AQ",2022-10-18,"1625",2022-10-20,"2022","October",1489,8.01,767,774.278,2,225.3,6.69,45.84,15.9,1.4,172.752,141.6,339.9,39.1,16.56,0.2,0.0196,0.005,0.0173,0.028,0.223,30.7,3.36,7.04,5.44,1.01,14.2,4.06,7.66,29,544,181,70.2,27.8
221450,"A-TMI-S","AQ",2022-10-18,"1415",2022-10-20,"2022","October",1481,7.94,783,772.364,2,225.3,6.72,45.44,15.8,1.4,172.752,141.6,338,39.3,16.79,0.24,0.0162,0.005,0.0134,0.054,0.149,30.7,3.36,7.04,5.44,1.58,14.2,4.06,7.66,29,544,181,70.2,27.8
221451,"B-BC-S","AQ",2022-10-17,"1527",2022-10-18,"2022","October",592,8.5,335,348.193,13.4736842105263,40.38,5.91,36,34.8,1.4,270.352,221.6,26.8,56.8,14.44,0.26,0.0537,0.0162,0.0367,0.103,0.254,30.7,3.36,7.04,5.44,3.5,14.2,4.06,7.66,29,544,181,70.2,27.8
221452,"B-BC-B","AQ",2022-10-17,"1540",2022-10-18,"2022","October",621,8.53,312,348.708,7.19999999999999,45.41,4.3,34.48,34.6,19.2,233.264,207.2,33.8,56.9,14.86,0.26,0.069,0.0113,0.02,0.038,0.389,30.7,3.36,7.04,5.44,3.05,14.2,4.06,7.66,29,544,181,70.2,27.8
221453,"B-D-S","AQ",2022-10-17,"1621",2022-10-18,"2022","October",606,8.36,324,351.966,2,42.16,3.97,33.78,34.6,1.4,278.16,228,28.3,56.7,15.61,0.25,0.0323,0.0086,0.026,0.046,0.178,30.7,3.36,7.04,5.44,0.61,14.2,4.06,7.66,29,544,181,70.2,27.8
221454,"B-D-B","AQ",2022-10-17,"1641",2022-10-18,"2022","October",595,8.18,308,340.969,2,39.66,3.66,34.6,34.5,1.4,268.4,220,24.7,55.5,16.28,0.24,0.0373,0.0123,0.0432,0.069,0.173,30.7,3.36,7.04,5.44,0.57,142.4,4.06,7.66,29,544,181,70.2,27.8
221456,"B-M-S","AQ",2022-10-17,"1704",2022-10-18,"2022","October",596,8.4,321,343.345,2,40.92,3.81,34.76,34.8,1.4,262.544,215.2,26.7,57.03,16.03,0.25,0.0332,0.0112,0.0153,0.175,0.172,30.7,3.36,7.04,5.44,0.62,14.2,4.06,7.66,29,544,181,70.2,27.8
221457,"B-M-B","AQ",2022-10-17,"1718",2022-10-18,"2022","October",595,8.02,322,341.672,5.14851485148514,39.09,3.63,36.89,34.6,1.4,270.352,221.6,24.052,53.686,16.67,0.22,0.0564,0.0178,0.0884,0.094,0.3,30.7,3.36,7.04,5.44,0.57,293.2,4.06,7.66,29,544,181,70.2,27.8
221458,"B-MBL-S","AQ",2022-10-17,"1741",2022-10-18,"2022","October",592,8.47,318,340.75,2.4761904761905,40.52,3.72,34.37,35,1.4,260.592,213.6,25.8,57.821,15.32,0.24,0.0342,0.0152,0.011,0.039,0.192,30.7,3.36,7.04,5.44,0.57,14.2,4.06,7.66,29,544,181,70.2,27.8
221459,"C-BCF-S","AQ",2022-10-19,"930",2022-10-20,"2022","October",1467,7.76,794,755.817,2.44897959183671,216.4,6.32,44.95,15.6,1.4,170.8,140,334.6,37.797,16.1,0.19,0.0436,0.0092,0.0282,0.05,0.283,30.7,3.36,7.04,5.44,0.57,14.2,4.06,7.66,29,544,181,70.2,27.8
221460,"C-BD-S","AQ",2022-10-19,"855",2022-10-20,"2022","October",1488,7.57,1099,770.832,9,221.7,6.42,48.14,15.6,1.4,182.512,149.6,335.7,37.214,16.26,0.18,0.1156,0.08,0.3743,0.038,0.42,30.7,3.36,7.04,5.44,1.32,309.9,4.06,7.66,29,544,181,70.2,27.8
221461,"C-D-S","AQ",2022-10-19,"1010",2022-10-20,"2022","October",1480,7.93,798,767.849,2.39999999999998,221,6.59,45.81,15.95,1.4,172.752,141.6,338.9,38.248,16.35,0.19,0.0426,0.0072,0.0206,0.041,0.308,30.7,3.36,7.04,5.44,1.33,14.2,4.06,7.66,29,544,181,70.2,27.8
221462,"C-D-B","AQ",2022-10-19,"1030",2022-10-20,"2022","October",1478,7.53,751,769.429,2,219,6.39,47.93,15.7,1.4,190.32,156,332.3,37.675,16.81,0.18,0.1298,0.1073,0.4677,0.024,0.492,30.7,3.36,7.04,5.44,1.24,481.8,4.06,7.66,29,544,181,70.2,27.8
221463,"C-M-S","AQ",2022-10-19,"1100",2022-10-20,"2022","October",1477,7.71,773,768.707,2,219.2,6.58,46.54,15.8,1.4,174.704,143.2,341,37.321,16.3,0.048,0.0517,0.0202,0.0555,0.046,0.291,30.7,3.36,7.04,5.44,0.75,14.2,4.06,7.66,29,544,181,70.2,27.8
221464,"GR-D-S","AQ",2022-10-19,"1600",2022-10-20,"2022","October",1349,7.92,685,701.731,9.010989010989,191.8,6.19,46.33,18.4,1.4,197.152,161.6,287,37.66,17.16,0.22,0.0478,0.0859,0.1437,0.231,0.398,30.7,3.36,7.04,5.44,1.29,85.92,4.06,7.66,29,544,181,70.2,27.8
221465,"R-CRS-S","AQ",2022-10-18,"1205",2022-10-20,"2022","October",1554,8.27,767,808.658,2.37623762376235,236.2,6.9,40.55,16.3,1.4,160.064,131.2,373,41.461,15.42,0.135,0.0175,0.005,0.0235,0.107,0.149,30.7,3.36,7.04,5.44,0.92,14.2,4.06,7.66,29,544,181,70.2,27.8
221466,"R-CRS-B","AQ",2022-10-18,"1220",2022-10-20,"2022","October",1556,8.34,801,803.304,2,235.3,7.56,40.7,16.1,1.4,161.04,132,368,41,15.36,0.15,0.018,0.005,0.0233,0.084,0.131,30.7,3.36,7.04,5.44,0.99,14.2,4.06,7.66,29,544,181,70.2,27.8
221467,"R-D-S","AQ",2022-10-18,"1115",2022-10-20,"2022","October",1545,8.27,802,799.397,2,234.5,6.81,41.61,16.1,1.4,162.992,133.6,364,40.433,15.7,0.14,0.018,0.005,0.0147,0.084,0.172,30.7,3.36,7.04,5.44,1.5,14.2,4.06,7.66,29,544,181,70.2,27.8
221468,"R-D-B","AQ",2022-10-18,"1130",2022-10-20,"2022","October",1487,7.63,784,774.94,2,217.8,6.27,49.58,15.7,1.4,187.392,153.6,338,37.556,15.35,0.14,0.0614,0.0477,0.2661,2.524,0.272,30.7,3.36,7.04,5.44,0.57,175.8,4.06,7.66,29,544,181,72.12,27.8
221469,"R-M-S","AQ",2022-10-18,"1025",2022-10-20,"2022","October",1539,8.31,784,792.7073,2,233.5,6.74,41.16,16,1.4,158.112,129.6,362,40.0463,15.4,0.15,0.0214,0.0045,0.0258,0.101,0.163,30.7,3.36,7.04,5.44,1.27,14.2,4.06,7.66,29,544,181,70.2,27.8
221470,"R-M-B","AQ",2022-10-18,"1040",2022-10-20,"2022","October",1541,7.59,794,797.458,2.47422680412375,224.5,6.55,46.86,15.8,1.4,184.464,151.2,359,38.486,15.5,0.15,0.0307,0.0056,0.0581,0.042,0.177,30.7,3.36,7.04,5.44,0.57,539.5,4.06,7.66,29,544,181,124.2,27.8
221471,"R-WH-S","AQ",2022-10-18,"934",2022-10-20,"2022","October",1536,8.21,775,795.798,4.80000000000001,230.6,6.77,41.5,16.3,1.4,170.8,140,360,40.777,15.8,0.15,0.027,0.0047,0.0225,0.051,0.199,30.7,3.36,7.04,5.44,2.34,14.2,4.06,7.66,29,544,181,70.2,27.8
221472,"R-WH-B","AQ",2022-10-18,"950",2022-10-20,"2022","October",1561,8.17,821,811.178,3.80000000000001,233.4,6.89,42,15.8,1.4,162.992,133.6,376,41.089,15.8,0.14,0.0296,0.005,0.0243,0.039,0.171,30.7,3.36,7.04,5.44,2.59,14.2,4.06,7.66,29,544,181,70.2,27.8
221473,"S-BC-S","AQ",2022-10-19,"1310",2022-10-20,"2022","October",1482,7.77,691,763.683,2.52631578947366,218.9,6.6,45.18,15.6,1.4,172.752,141.6,338,38.469,15.9,0.21,0.0458,0.0087,0.0104,0.074,0.317,30.7,3.36,7.04,5.44,1.05,14.2,4.06,7.66,29,544,181,70.2,27.8
221474,"S-BR-S","AQ",2022-10-19,"1450",2022-10-20,"2022","October",1479,7.88,720,771.545,2,220,6.63,45.64,16,1.4,182.512,149.6,339,38.553,15.9,0.21,0.0327,0.0053,0.0147,0.062,0.294,30.7,3.36,7.04,5.44,0.59,14.2,4.06,7.66,29,544,181,70.2,27.8
221476,"S-MD-S","AQ",2022-10-19,"1405",2022-10-20,"2022","October",1478,7.87,771,764.712,2.60000000000002,219.2,6.63,44.58,15.6,1.4,180.56,148,339,34.858,16,0.21,0.0284,0.005,0.0168,0.044,0.255,30.7,3.36,7.04,5.44,0.79,14.2,4.06,7.66,29,544,181,70.2,27.8
221477,"S-MD-B","AQ",2022-10-19,"1425",2022-10-20,"2022","October",1472,7.59,779,765.901,3,215.2,6.44,45.3,15.5,1.4,176.656,144.8,342,38.246,16.3,0.2,0.0854,0.058,0.3491,0.035,0.463,30.7,3.36,7.04,5.44,0.57,230.5,4.06,7.66,29,544,181,70.2,27.8
